word,meaning,partOfSpeech,phonetic
"basin","""""n.盆,脸盆;内海,盆地""""","","/'beisən/"
"basis","""""n.基础,根据""""","","/'beisis/"
"bat","""""n.球拍,球棒,短棒;蝙蝠""""","","/bæt/"
"batch","""""n.一批,一组,一群""""","","/bætʃ/"
"bath","""""n.沐浴,洗澡;浴室(池,盆) v.(给…)洗澡""""","","/bɑ:θ/bæθ/"
"bathe","""""v.游泳,洗澡,浸,弄湿""""","","/beið/"
"bathroom","""""n.浴室;盥洗室,卫生间""""","","/'bɑ:θrum/"
"battery","电池(组)；(器具等的)一组，一套；炮兵连","n.","/'bætəri/"
"battle","""""n.战役,战斗;斗争 v.战斗,斗争,搏斗""""","","/'bætl/"
"bay","""""n.海湾,(港)湾""""","","/bei/"
"beach","""""n.海滩,湖滩,河滩""""","","/bi:tʃ/"
"beam","""""n.(横)梁,桁条;(光线的)束,柱 v.微笑""""","","/bi:m/"
"bean","""""n.豆;菜豆,蚕豆""""","","/bi:n/"
"bear","""""n.熊 v.忍受,容忍;负担;结果实,生子女""""","","/bεə/"
"beard","胡须","n.","/biəd/"
"bearing","轴承；忍受；关系，影响；举止；方向","n.","/'bεəriŋ/"
"beast","""""n.兽,牲畜;凶残的人,举止粗鲁的人""""","","/bi:st/"
"beat","敲打;(心脏等)跳动 v.打败;(心脏等)跳动","n.","/bi:t/"
"beautiful","美的，美丽的；出色的，完美的","a.","/'bju:tiful/"
"beauty","美，美丽；美人，美丽的事物","n.","/'bju:ti/"
"because","因为，由于","conj.","/bi'kɔz/"
"become","变成，开始变得vt.适合，同…相称","vi.","/bi'kʌm/"
"bed","""""n.床,床位；(苗)床,坛；河床，(湖、海的)底""""","","/bed/"
"bee","蜂，蜜蜂；忙碌的人","n.","/bi:/"
"beef","牛肉","n.","/bi:f/"
"beer","啤酒","n.","/biə/"
"before","""""prep.(指时间)在…以前,在..前面，在..之前""""","","/bi'fɔ:/"
"beforehand","""""ad.预先,事先""""","","/bi'fɔ:hænd/"
"beg","请求，乞求 vi.恳请，行乞","vt.","/beɡ/"
"begin","""""v.(began,begun)开始，着手""""","","/bi'ɡin/"
"beginning","开始，开端；起源，早期阶段","n.","/bi'ɡiniŋ/"
"behalf","利益","n.","/bi'hɑ:f/"
"behave","""""v.举止,举动,表现;运转,开动""""","","/bi'heiv/"
"behavior","""""n.(behaviour)行为,举止；(机器等)运转情况""""","","/bi'heivjə/"
"behind","在...的背后，(遗留)在..后面；落后于","prep.","/bi'haind/"
"being","""""n.生物，生命,存在；""""","","/'bi:ŋ/"
"belief","信任，相信，信念；信仰，信条","n.","/bi'li:f/"
"believe","相信，认为 vi.相信，信任，信奉","vt.","/bi'li:v/"
"bell","""""n.钟,铃""""","","/bel/"
"belly","肚子，腹部；(像肚子一样)鼓起的部分，膛","n.","/'beli/"
"belong","""""v.(to)属于,附属,隶属;应归入(类别,范畴等)""""","","/bi'lɔŋ/"
"below","在…下面，在…以下 ad.在下面，向下","prep.","/bi'ləu/"
"belt","""""n.(皮)带,腰带;地带""""","","/belt/"
"bench","""""n.长凳,条凳;(工作)台,座""""","","/bentʃ/"
"bend","""""v.(使)弯曲;屈从,屈服 n.弯曲(处),曲折处""""","","/bend/"
"beneath","""""prep.在…下边,在…之下 ad.在下方""""","","/bi'ni:θ/"
"benefit","""""n.利益,好处,恩惠 v.有益于;(from,by)受益""""","","/'benifit/"
"benign","""""a.(病)良性的,(气候)良好的,仁慈的,和蔼的""""","","/bi'nain/"
"beside","在...旁边，在...附近；和...相比","prep.","/bi'said/"
"besides","此外；并且 prep.于…之外；除…以外","ad.","/bi'saidz/"
"best","最好的(good和well最高级) ad.最好地；最","a.","/best/"
"bet","""""v.赌,打赌 n.打赌,赌注""""","","/bet/"
"betray","""""v.背叛,出卖;暴露,流露,泄露""""","","/bi'trei/"
"better","较好的 ad.更好(地) v.改良 n.较佳者","a.","/betə/"
"between","在…之间，在(两者)之间 ad.在中间","prep.","/bi'twi:n/"
"beverage","(水，酒等之外的)饮料","n.","/'bevəridʒ/"
"beware","""""v.当心,谨防""""","","/bi'wεə/"
"bewilder","""""v.使迷惑,难住""""","","/bi'wildə/"
"beyond","在(或向)...的那边，远于；超出；","prep.","/bi'jɔnd/"
"bias","""""n./v.(使有)偏见,偏心,偏袒""""","","/'baiəs/"
"bicycle","(bike)自行车 vi.骑自行车","n.","/'baisikl/"
"bid","""""v.祝愿;命令,吩咐;报价,投标 n.出众,投标""""","","/bid/"
"big","大的；重要的；宽宏大量的；大受欢迎的","a.","/biɡ/"
"bill","""""n.账单;招贴,广告;(人员,职称等的)表;钞票""""","","/bil/"
"billion","""""num./n.(美)十亿,(英)万亿""""","","/'biljən/"
"bin","(贮藏食物等用的)箱子","n.","/bin/"
"bind","""""v.捆,绑,包括,束缚""""","","/baind/"
"biography","传记；传记文学","n.","/bai'ɔɡrəfi/"
"biology","生物学","n.","/bai'ɔlədʒi/"
"bird","鸟，雀；女人；嘘声","n.","/bə:d/"
"birth","出生，诞生；出身，血统；起源；出现","n.","/bɑ:θ/"
"birthday","生日；(成方)纪念日","n.","/'bə:θdei/"
"biscuit","""""n.饼干,点心""""","","/'biskit/"
"bit","""""n.一点,一些;小块,少量;片刻; [计]位,比特""""","","/bit/"
"bite","""""v./n.咬,叮 n.一口""""","","/bait/"
"bitter","""""a.(有)苦(味)的;痛苦的,厉害的""""","","/'bitə/"
"bizarre","异乎寻常的，稀奇古怪的","adj.","/bi'zɑ:/"
"black","黑(色)的；黑暗的 n.黑(色)；黑暗；黑人","a.","/blæk/"
"blackboard","黑板","n.","/'blækbɔ:d/"
"blackmail","讹诈，敲诈，勒索；胁迫，恫吓","n.","/'blækmeil/"
"blade","刀刃，刀片；桨叶；草叶，叶片","n.","/bleid/"
"blame","""""v.责备;怪,把…归咎于 n.责任,过错;责备""""","","/'bleim/"
"blank","""""a.空白的,空着的;失色的 n.空白;表格""""","","/blæŋk/"
"blanket","毯子(可数)；厚厚一层(可数) vt.铺上一层","n.","/'blæŋkit/"
"blaze","""""n.火焰;火光;闪光,光辉  v.燃烧,冒火焰""""","","/bleiz/"
"bleak","荒凉的;冷酷的;没有希望的","a.","/bli:k/"
"bleed","""""vt.使出血，榨取vi.出血,流血""""","","/bli:d/"
"blend","""""n.混合(物) v.混和,混杂""""","","/blend/"
"bless","""""v.祝福,保佑""""","","/bles/"
"blame","""""v.责备;怪,把…归咎于 n.责任,过错;责备""""","","/'bleim/"
"blind","盲的，瞎的；盲目的 vt.使失明 n.百叶窗","a.","/blaind/"
"block","""""n.大块木（石）料;街区;障碍物 v.阻塞,拦阻""""","","/blɔk/"
"blood","血液，血；血统，血亲；血气","n.","/blʌd/"
"bloody","""""a.流血的,血腥的""""","","/'blʌdi/"
"bloom","花(朵);开花(期) v.开花","n.","/blu:m/"
"blossom","花(簇)；花期；青春 vi.开花；展开；繁荣","n.","/'blɔsəm/"
"blouse","女衬衣，短上衣，宽阔的罩衫","n.","/blauz/"
"blow","""""vi.吹，吹气，打气；吹奏；爆炸；n.打,打击""""","","/bləu/"
"blue","""""a.蓝色的;青灰色的；沮丧的,阴郁的 n.蓝色""""","","/blu:/"
"blueprint","蓝图，设计图，计划 vt.制成蓝图，计划","n.","/'blu:print/"
"blunder","(因无知等而)犯大错;踉踉跄跄地走 n.大错","v.","/'blʌndə/"
"blunt","率直的;钝的 v.(使)钝;(使)迟钝","a.","/blʌnt/"
"blur","模糊不清的事物；污点 vt.使模糊；玷污","n.","/blə:/"
"blush","/n.脸红","v.","/blʌʃ/"
"board","""""n.板,木板;全体委员;伙食 v.上船(车,飞机)""""","","/bɔ:d/"
"boast","""""v.(of,about)自夸,夸耀 n.自夸,大话""""","","/bəust/"
"boat","""""n.小船,艇""""","","/bəut/"
"body","""""n.身体,本体;主体;尸体;物体;(一)群,批,堆""""","","/'bɔdi/"
"boil","""""v.(使)沸腾,煮(沸)""""","","/bɔil/"
"bold","""""a.大胆的,勇敢的;冒失的;黑体的,粗体的""""","","/bəuld/"
"bolt","""""n.螺栓,(门,窗的)插销 v.闩(门),关窗,拴住""""","","/bəult/"
"bomb","""""n.炸弹 v.投弹于,轰炸""""","","/bɔm/"
"bond","""""n.结合(物),粘结(剂),联结;公债,债券,契约""""","","/bɔnd/"
"bone","骨(骼)","n.","/bəun/"
"bonus","""""n.奖金,红利""""","","/'bəunəs/"
"book","书，书籍 vt.订(票，座位，房间等)，预定","n.","/buk/"
"boom","""""v.迅速发展,兴旺;发出隆隆声""""","","/bu:m/"
"boost","/ vt.提升；增加；抬高（价格）；支援；","n.","/bu:st/"
"boot","靴；(汽车后部的)行李箱；[the-]解雇","n.","/bu:t/"
"border","""""n.边界,国界;边(沿) v.交界,与…接壤;接近""""","","/'bɔ:də/"
"bore","""""v.钻(孔),挖(洞);烦扰 n.讨厌的人,麻烦事""""","","/bɔ:/"
"born","出生的，产生的；天生的，十足的","a.","/bɔ:n/"
"borrow","借，借入；(思想、文字等)采用，抄袭","vt.","/'bɔrəu/"
"bosom","胸，胸部，乳房，胸怀；内心；a.亲密的，知心的","n.","/'buzəm/"
"boss","老板，上司 vt.指挥，控制，发号施令","n.","/bɔs/"
"both","两者(都)，双方(都） adj.两个..(都)","prep.","/bəuθ/"
"bother","打扰，麻烦 vi.担心，烦恼 n.烦恼，焦急","vt.","/'bɔðə/"
"bottle","瓶(子) v.装瓶","n.","/'bɔtl/"
"bottom","""""n.底(部);基础,根基;海底,湖底,河床""""","","/'bɔtəm/"
"bounce","""""n./vi.(球)弹起,弹回；弹起,跳起；n.弹力""""","","/bauns/"
"bound","/n.跳(跃) a.被束缚的，一定的；n.界限","v.","/baund/"
"boundary","""""n.分界线,边界""""","","/'baundəri/"
"bow","""""v./n.鞠躬,点头 n.弓(形);蝴蝶结""""","","/bəu/"
"bowel","肠；［pl.］内部，深处","n.","/'bauəl/"
"bowl","""""n.碗(状物),钵""""","","/bəul/"
"bowling","保龄球运动","n.","/'bəuliŋ/"
"box","盒，箱；包厢 v.把…装箱；拳击，打耳光","n.","/bɔks/"
"boy","男孩子，儿子；男性服务员","n.","/bɔi/"
"boycott","""""n./v.(联合)抵制,拒绝参与""""","","/'bɔikɔt/"
"brace","""""v.使防备;支撑;使(手,足,肩等)绷紧 n.托架""""","","/breis/"
"bracket","(方)括号","n.","/'brækit/"
"brain","""""n.(大)脑,骨髓;(pl.)脑力,智能""""","","/brein/"
"brake","""""v./n.制动(器),闸,刹车""""","","/breik/"
"brand","""""n.商标,标记,牌子 v.使铭记;打火印,打烙印""""","","/brænd/"
"brandy","白兰地酒","n.","/'brændi/"
"brave","勇敢的 v.勇敢地面对(危险等)","a.","/breiv/"
"breach","违反，不履行；破裂 vt.冲破，攻破","n.","/bri:tʃ/"
"bread","面包","n.","/bred/"
"breadth","""""n.宽度,幅""""","","/bredθ/"
"break","打破；中止；违反 vi.破(裂) n.休息时间","vt.","/breik/"
"breakdown","崩溃；衰竭；(关系、计划或讨论等的)中断","n.","/'breikdaun/"
"breakfast","早餐 v.(给某人)吃早餐","n.","/'brekfəst/"
"breast","""""n.胸膛,乳房""""","","/brest/"
"breath","""""n.呼吸,气息""""","","/breθ/"
"breathe","""""v.呼吸,吸入""""","","/bri:ð/"
"breed","""""v.(使)繁殖,生殖;产生;教养,抚养 n.品种""""","","/bri:d/"
"breeze","微风；轻而易举的事 vi.来去匆匆，急速走","n.","/bri:z/"
"bribe","""""n.贿赂 v.向…行贿,买通""""","","/braib/"
"brick","砖块，砖；v.用砖围砌，用砖填补","n.","/brik/"
"bride","新娘","n.","/braid/"
"bridge","桥；桥牌；鼻梁 vt.架桥；渡过","n.","/bridʒ/"
"brief","""""a.简短的,简洁的 v.简短介绍,简要汇报""""","","/bri:f/"
"briefcase","手提箱，公事皮包","n.","/'bri:fkeis/"
"bright","""""a.明亮的,辉煌的;聪明的;欢快的,美好的""""","","/brait/"
"brilliant","""""a.光辉的,灿烂的;卓越的,有才华的""""","","/'briljənt/"
"brim","""""n.边缘,帽沿""""","","/brim/"
"bring","拿来，带来；产生，引起；使处于某种状态","v.","/briŋ/"
"brisk","轻快的;生气勃勃的;兴隆的","a.","/brisk/"
"brittle","易碎的；脆弱的；冷淡的；(声音)尖利的","a.","/'britl/"
"broad","""""a.宽的,广阔的;广大的;宽宏的,豁达的""""","","/brɔ:d/"
"brochure","小册子","n.","/'bruʃə/"
"bronze","青铜；青铜色，古铜色；青铜制品，铜牌","n.","/brɔnz/"
"broom","扫帚","n.","/bru:m/"
"brother","兄弟;同胞;教友","n.","/'brʌðə/"
"brow","眉(毛);额","n.","/brau/"
"brown","""""n./a.褐色(的),棕色(的)""""","","/braun/"
"browse","随意翻阅，浏览；(牛、羊等)吃草","vi.","/brauz/"
"bruise","青肿，挫伤；伤痕vt.打青；挫伤","n.","/bru:z/"
"brush","""""n.刷(子),毛刷;画笔 v.刷,擦,掸,拂;掠过""""","","/brʌʃ/"
"brutal","残忍的;严峻的;严酷的","a.","/'bru:təl/"
"bubble","""""n.泡,水泡,气泡 v.冒泡,起泡,沸腾""""","","/'bʌbl/"
"bucket","""""n.水桶,吊桶""""","","/'bʌkit/"
"bud","""""n.芽,花苞 v.发芽,含苞欲放""""","","/bʌd/"
"budget","预算 v.做预算","n.","/'bʌdʒit/"
"buffet","自助餐","n.","/'bʌfit/"
"bug","臭虫;小毛病;窃听器 v.窃听","n.","/bʌɡ/"
"build","建造，建筑；建设，建立 vi.增大，增强","vt.","/bild/"
"building","建筑(物)，房屋，大楼 [同]structure","n.","/'bildiŋ/"
"bulb","""""n.灯泡,球状物""""","","/bʌlb/"
"bulk","""""n.体积,容积;主体,大批,大量,大块""""","","/bʌlk/"
"bull","公牛","n.","/bul/"
"bullet","""""n.子弹,枪弹""""","","/'bulit/"
"bulletin","""""n.公报,公告,告示""""","","/'bulitin/"
"bully","恃强欺弱者，小流氓 vt.威胁，欺侮","n.","/'buli/"
"bump","""""v.(against,into)碰;颠簸着前进 n.碰撞""""","","/bʌmp/"
"bunch","""""n.(一)簇,束,捆,串""""","","/'bʌntʃ/"
"bundle","""""n.捆,包,束""""","","/'bʌndl/"
"burden","担子，重担，负担 vt.给予负担或麻烦","n.","/'bə:dən/"
"bureau","""""n.署,局,司,处""""","","/'bjuərəu/"
"bureaucracy","官僚主义，官僚机构；(非民选的)委任官员","n.","/bjuə'rɔkrəsi/"
"burglar","(入室行窃的)盗贼","n.","/'bə:ɡlə/"
"burn","燃烧，烧着；烧毁；灼伤 n.烧伤，灼伤","v.","/bə:n/"
"burst","""""v.爆裂,炸破;突然发生 n.突然破裂,爆发""""","","/bə:st/"
"bury","""""v.埋(葬),安葬;埋藏,遮盖""""","","/'beri/"
"bus","公共汽车，总线，信息通路","n.","/bʌs/"
"business","""""n.商业,生意;事务,业务,职责""""","","/'biznis/"
"busy","忙，忙碌的；热闹的，繁忙的；(电话)占线","a.","/'bizi/"
"butcher","""""n.屠夫,卖肉者""""","","/'butʃə/"
"butter","""""n.黄油,奶油 v.涂黄油于…上""""","","/'bʌtə/"
"butterfly","蝴蝶","n.","/'bʌtəflai/"
"button","""""n.纽扣,按钮(开关) v.扣紧;扣上纽扣""""","","/'bʌtən/"
"buy","买，买得；向…行贿，收买vi.购买东西","vt.","/bai/"
"by","被；凭借；经由；由于ad.在近旁；经过","prep.","/bai/"
"cab","出租车，出租马车；驾驶室 vi.乘出租马车","n.","/kæb/"
"cabbage","""""n.洋白菜,卷心菜""""","","/'kæbidʒ/"
"cabin","""""n.客舱,机舱;小(木)屋""""","","/'kæbin/"
"cabinet","内阁，内阁会议；(带玻璃门存物品的)橱柜","n.","/'kæbinit/"
"cable","""""n.电报;电缆;缆,索,钢丝绳 v.拍电报""""","","/'keibl/"
"cage","""""n.笼,鸟笼;牢房,监狱""""","","/keidʒ/"
"cake","饼，糕，蛋糕；扁平的块状物","n.","/keik/"
"calcium","钙(化学符号Ca)","n.","/'kælsiəm/"
"calculate","""""v.计算,推算;计划,打算""""","","/'kælkjuleit/"
"calendar","""""n.日历,月历""""","","/'kælində/"
"call","叫，喊；打电话 vi.叫；访问 n.叫；号召","vt.","/kɔ:l/"
"calorie","卡路里(食物所产生的热量或能量单位)","n.","/'kæləri/"
"camel","骆驼","n.","/'kæməl/"
"camera","""""n.照相机,摄影机""""","","/'kæmərə/"
"camp","""""n.野营,营地;帐篷,阵营 v.设营,宿营""""","","/kæmp/"
"campaign","战役;运动","n.","/kæm'pein/"
"campus","(大学)校园","n.","/'kæmpəs/"
"canal","运河;(沟)渠","n.","/kə'næl/"
"cancel","""""v.取消,把…作废;删去,划掉""""","","/'kænsəl/"
"cancer","癌","n.","/'kænsə/"
"candle","蜡烛","n.","/'kændl/"
"candy","糖果，vt.用糖煮","n.","/'kændi/"
"cannon","""""n.大炮,火炮""""","","/'kænən/"
"canoe","""""n.独木舟,小游艇""""","","/kə'nu:/"
"canteen","(工厂、办公室等)食堂或小卖部","n.","/kæn'ti:n/"
"canvas","帆布；帆布画布，(帆布)油画","n.","/'kænvəs/"
"cap","""""n.便帽,军帽;盖,罩,套 v.覆盖于…顶端""""","","/kæp/"
"capable","""""a.有本领的,有能力的;(of)可以…的,能…的""""","","/'keipəbl/"
"capacity","""""n.容量,容积;能量,能力;接受力""""","","/kə'pæsəti/"
"cape","海角，岬；披肩，短披风","n.","/keip/"
"capital","""""n.首都;大写字母;资本 a.主要的,大写字母的""""","","/'kæpitəl/"
"capitalism","资本主义","n.","/'kæpitəlizəm/"
"capsule","胶囊;太空舱","n.","/'kæpsju:l/"
"captain","""""n.首领,队长;船长;上尉 v.做…的首领,指挥""""","","/'kæptin/"
"captive","""""n.俘虏 a.被俘虏的,被监禁的""""","","/'kæptiv/"
"capture","""""v./n.捕获,俘虏;夺得,攻占""""","","/'kæptʃə/"
"car","汽车，车辆，车；(火车)车厢","n.","/kɑ:/"
"carbon","碳","n.","/'kɑ:bən/"
"card","""""n.卡片,名片;纸牌;纸片""""","","/kɑ:d/"
"cardinal","(天主教的)红衣主教 a.首要的，基本的","n.","/'kɑ:dinəl/"
"care","""""n.小心;关怀,照料 v.(about)关心,介意,计较""""","","/kεə/"
"career","(个人的)事业；专业，生涯，职业，经历","n.","/kə'riə/"
"careful","""""a.小心的,仔细的;细致的,精心的""""","","/'kεəful/"
"caress","／n.爱抚，抚摸","vt.","/kə'res/"
"cargo","""""n.船货,货物""""","","/'kɑ:ɡəu/"
"carpenter","""""n.木工,木匠""""","","/'kɑ:pəntə/"
"carpet","地毯","n.","/'kɑ:pit/"
"carriage","(四轮)马车;(火车)客车厢","n.","/'kæridʒ/"
"carrier","搬运人;载体","n.","/'kæriə/"
"carrot","胡萝卜","n.","/'kærət/"
"carry","""""v.运送,搬运;传送,传播;领,带""""","","/'kæri/"
"cart","""""n.(二轮货运)马车,手推车""""","","/kɑ:t/"
"cartoon","""""n.漫画,幽默画;动画片""""","","/kɑ:'tu:n/"
